"","CODIGO","DISTRITO","DEPARTAMENTO","MUNICIPIO","ESTABLECIMIENTO","DIRECCION","TELEFONO","SUPERVISOR","DIRECTOR","NIVEL","SECTOR","AREA","STATUS","MODALIDAD","JORNADA","PLAN","DEPARTAMENTAL","CODIGO_DEPARTAMENTO"
"4283","18-01-1025-46","18-005","IZABAL","PUERTO BARRIOS","COLEGIO PARTICULAR MIXTO 'MIGUEL ANGEL ASTURIAS' JM","11 CALLE ENTRE 10 Y 11 AVENIDA","79481153","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA","DINA ESPERANZA HERNANDEZ MEJIA","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","MATUTINA","DIARIO(REGULAR)","IZABAL","10"
"4284","18-01-1134-46","18-005","IZABAL","PUERTO BARRIOS","COLEGIO PARTICULAR MIXTO MIGUEL ANGEL ASTURIAS","11 CALLE Y 10 Y 11 AVENIDAS","79481153","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA","DINA ESPERANZA HERNANDEZ MEJIA","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","IZABAL","10"
"4285","18-01-1969-46","18-005","IZABAL","PUERTO BARRIOS","INSTITUTO PARTICULAR MIXTO EL DIVINO MAESTRO","CALZADA CAMPO DE DIOS, BARRIO EL PUEBLITO","79484009","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA","MANUEL DE JESUS SAGASTUME CASASOLA","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","IZABAL","10"
"4286","18-01-2004-46","18-005","IZABAL","PUERTO BARRIOS","COLEGIO DE CIENCIAS DE LA COMPUTACION","8A. AVENIDA Y 10A. CALLE",NA,"ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA",NA,"DIVERSIFICADO","PRIVADO","URBANA",NA,"MONOLINGUE","NOCTURNA","DIARIO(REGULAR)","IZABAL","10"
"4287","18-01-2387-46","18-005","IZABAL","PUERTO BARRIOS","COLEGIO VOCACIONAL ITZAGUAL","19 CALLE 4A. AVENIDA","79480332","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA",NA,"DIVERSIFICADO","PRIVADO","URBANA",NA,"MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","IZABAL","10"
"4288","18-01-2405-46","18-005","IZABAL","PUERTO BARRIOS","LICEO MIXTO '20 DE OCTUBRE'","7A. CALLE ENTRE 6A. Y 7A. AVENIDA","79482254","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA",NA,"DIVERSIFICADO","PRIVADO","URBANA",NA,"MONOLINGUE","NOCTURNA","DIARIO(REGULAR)","IZABAL","10"
"4289","18-01-2424-46","18-005","IZABAL","PUERTO BARRIOS","LICEO MIXTO 20 DE OCTUBRE","7A. CALLE ENTRE 6A. Y 7A. AVENIDA","79482254","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA",NA,"DIVERSIFICADO","PRIVADO","URBANA",NA,"MONOLINGUE","MATUTINA","DIARIO(REGULAR)","IZABAL","10"
"4290","18-01-2427-46","18-005","IZABAL","PUERTO BARRIOS","INSTITUTO PARTICULAR MIXTO ACADEMICO INTEGRADO I.N.A.I","AVENIDA GENERAL UBICO Y 17 CALLE",NA,"ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA","DANIEL HUMBERTO GOMEZ POLANCO","DIVERSIFICADO","PRIVADO","URBANA","TEMPORAL TITULOS","MONOLINGUE","DOBLE","FIN DE SEMANA","IZABAL","10"
"4291","18-01-2453-46","18-006","IZABAL","PUERTO BARRIOS","INED ADSCRITO AL INSTITUTO NACIONAL DE EDUCACION BASICA EXPERIMENTAL CON ORIENTACION OCUPACIONAL DR. LUIS PASTEUR","9A. AVE. ENTRE 14 Y 17 CALLES","79488096","CYNTHIA AZUCELLY BARRIENTOS LOPEZ","OLGA LETICIA TENAS MARTINEZ","DIVERSIFICADO","OFICIAL","URBANA","1","MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","IZABAL","10"
"4292","18-01-2487-46","18-006","IZABAL","PUERTO BARRIOS","INSTITUTO DIVERSIFICADO POR COOPERATIVA","9A. AVE. ENTRE 14 Y 17 CALLE","79487047","CYNTHIA AZUCELLY BARRIENTOS LOPEZ","JOSE LUIS JUMIQUE CORONADO","DIVERSIFICADO","COOPERATIVA","URBANA","1","MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","IZABAL","10"
"4293","18-01-2562-46","18-001","IZABAL","PUERTO BARRIOS","INSTITUTO GUATEMALTECO DE EDUCACION RADIOFONICA (IGER)","IZABAL",NA,"JACOBO AREVALO MEDINA",NA,"DIVERSIFICADO","PRIVADO","URBANA",NA,"MONOLINGUE","MATUTINA","A DISTANCIA","IZABAL","10"
"4294","18-01-2642-46","18-006","IZABAL","PUERTO BARRIOS","ESCUELA NORMAL DE EDUCACION FISICA","ALDEA SANTO TOMAS DE CASTILLA","79453875","CYNTHIA AZUCELLY BARRIENTOS LOPEZ","EDITH CONSUELO SIERRA JUAREZ DE MARROQUIN","DIVERSIFICADO","OFICIAL","RURAL","1","MONOLINGUE","DOBLE","DIARIO(REGULAR)","IZABAL","10"
"4295","18-01-2722-46","18-005","IZABAL","PUERTO BARRIOS","INSTITUTO PARTICULAR MIXTO DE BACH. POR MADUREZ DR. MARIANO GALVEZ","FRENTE AL PARQUE BELGA ALDEA SANTO TOMAS DE CASTILLA",NA,"ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA","EDITH CONSUELO SIERRA JUAREZ DE MARROQUIN","DIVERSIFICADO","PRIVADO","RURAL","1","MONOLINGUE","DOBLE","FIN DE SEMANA","IZABAL","10"
"4296","18-01-2733-46","18-005","IZABAL","PUERTO BARRIOS","INSTITUTO PARTICULAR MIXTO EDUCATIVO INTEGRAL (POR MADUREZ)","COLONIA SAN MANUEL ALDEA SANTO TOMAS DE CASTILLA",NA,"ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA",NA,"DIVERSIFICADO","PRIVADO","URBANA",NA,"MONOLINGUE","MATUTINA","FIN DE SEMANA","IZABAL","10"
"4297","18-01-2823-46","18-005","IZABAL","PUERTO BARRIOS","COLEGIO EDUCATIVO PRIVADO MIXTO DE FORMACION INTEGRAL EN COMPUTACION CEIF COMP","7AV. ENTRE 14 Y 15 CALLE EN PUERTO BARRIOS","79524695","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA",NA,"DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","IZABAL","10"
"4298","18-01-2828-46","18-005","IZABAL","PUERTO BARRIOS","LICEO TECNICO VOCACIONAL MAYA","22 CALLE 7A. Y 8A. AVENIDA","79539955","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA","MYNOR ALBERTO SANDOVAL","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","MATUTINA","DIARIO(REGULAR)","IZABAL","10"
"4299","18-01-2829-46","18-005","IZABAL","PUERTO BARRIOS","LICEO TECNICO VOCACIONAL 'MAYA'","22 CALLE 7A. Y 8A. AVENIDA","52936124","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA","MYNOR ALBERTO SANDOVAL","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","MATUTINA","FIN DE SEMANA","IZABAL","10"
"4300","18-01-2830-46","18-005","IZABAL","PUERTO BARRIOS","COLEGIO EDUCATIVO PRIVADO MIXTO DE FORMACION INTEGRAL EN COMPUTACION, CEIF COMP","7A. AVENIDA ENTRE 14 Y 15 CALLE, PUERTO BARRIOS","79524695","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA",NA,"DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","IZABAL","10"
"4301","18-01-2834-46","18-005","IZABAL","PUERTO BARRIOS","INSTITUTO DIVERSIFICADO EN TECNOLOGIA Y TRABAJO INDUSTRIAL","17 CALLE Y 8A. AVENIDA",NA,"ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA",NA,"DIVERSIFICADO","PRIVADO","URBANA",NA,"MONOLINGUE","DOBLE","FIN DE SEMANA","IZABAL","10"
"4302","18-01-2913-46","18-005","IZABAL","PUERTO BARRIOS","COLEGIO PARTICULAR MIXTO EVANGELICO LA PROFECIA",NA,"79481405","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA",NA,"DIVERSIFICADO","PRIVADO","URBANA",NA,"MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","IZABAL","10"
"4303","18-01-2914-46","18-005","IZABAL","PUERTO BARRIOS","COLEGIO PRIVADO 'SAN JOSE'","BARRIO EL PUEBLITO ALDEA SANTO TOMAS DE CASTILLA","79483291","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA",NA,"DIVERSIFICADO","PRIVADO","URBANA",NA,"MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","IZABAL","10"
"4304","18-01-2919-46","18-005","IZABAL","PUERTO BARRIOS","INSTITUTO PARTICULAR MIXTO EL DIVINO MAESTRO","CALZADA AL CAMPO DE DIOS ALDEA SANTO TOMAS DE CASTILLA","79484009","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA","MANUEL DE JESUS SAGASTUME CASASOLA","DIVERSIFICADO","PRIVADO","RURAL","1","MONOLINGUE","DOBLE","FIN DE SEMANA","IZABAL","10"
"4305","18-01-2928-46","18-005","IZABAL","PUERTO BARRIOS","COLEGIO PARTICULAR MIXTO 'MIGUEL ANGEL ASTURIAS'","11 CALLE 10 Y 11 AV.","79481153","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA","DINA ESPERANZA HERNANDEZ MEJIA","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","IZABAL","10"
"4306","18-01-3017-46","18-005","IZABAL","PUERTO BARRIOS","ESCUELA PARTICULAR MIXTA JUSTO RUFINO BARRIOS","8AV. 17 Y 18 CALLE","79487031","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA","ROSA VICTORIA LEONARDO WELCHES","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","IZABAL","10"
"4307","18-01-3030-46","18-005","IZABAL","PUERTO BARRIOS","COLEGIO PARTICULAR MIXTO BILINGUE 'JOSE CECILIO DEL VALLE'","CALLE PRINCIPAL ALDEA SANTO TOMAS DE CASTILLA","49546612","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA","NAZARIO CHAVEZ PEREZ","DIVERSIFICADO","PRIVADO","RURAL","1","MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","IZABAL","10"
"4308","18-01-3032-46","18-005","IZABAL","PUERTO BARRIOS","COLEGIO PARTICULAR MIXTO BILINGUE 'JOSE CECILIO DEL VALLE'","CALLE PRINCIPAL ALDEA SANTO TOMAS DE CASTILLA","49546612","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA","NAZARIO CHAVEZ PEREZ","DIVERSIFICADO","PRIVADO","RURAL",NA,"MONOLINGUE","DOBLE","FIN DE SEMANA","IZABAL","10"
"4309","18-01-3068-46","18-005","IZABAL","PUERTO BARRIOS","COLEGIO TECNICO PRIVADO MIXTO LA PATRIA","FRENTE A LA LINEA FERREA, ALDEA ENTRE RIOS","79475263","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA","LUIS ALBERTO CARCAMO PEÑA","DIVERSIFICADO","PRIVADO","RURAL","1","MONOLINGUE","DOBLE","FIN DE SEMANA","IZABAL","10"
"4310","18-01-3089-46","18-005","IZABAL","PUERTO BARRIOS","INSTITUTO DIVERSIFICADO 'SAN JOSE'","ALDEA PUNTA DE PALMA",NA,"ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA",NA,"DIVERSIFICADO","PRIVADO","RURAL",NA,"MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","IZABAL","10"
"4311","18-01-3107-46","18-005","IZABAL","PUERTO BARRIOS","COLEGIO TECNICO PRIVADO MIXTO LA PATRIA","FRENTE A LA BOMBA DE AGUA, ALDEA ENTRE RIOS","79475263","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA","LUIS ALBERTO CARCAMO PEÑA","DIVERSIFICADO","PRIVADO","RURAL","1","MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","IZABAL","10"
"4312","18-01-3170-46","18-005","IZABAL","PUERTO BARRIOS","LICEO MIXTO '20 DE OCTUBRE'","7A. CALLE ENTRE 6A. Y 7A. AVENIDA","79482254","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA","DELMA AYDEE HERNANDEZ OLIVA","DIVERSIFICADO","PRIVADO","URBANA",NA,"MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","IZABAL","10"
"4313","18-01-3175-46","18-005","IZABAL","PUERTO BARRIOS","LICEO MIXTO MONTESSORI","10 AVENIDA 10 Y 11 CALLES","79480774","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA",NA,"DIVERSIFICADO","PRIVADO","URBANA",NA,"MONOLINGUE","DOBLE","FIN DE SEMANA","IZABAL","10"
"4314","18-01-3186-46","18-005","IZABAL","PUERTO BARRIOS","LICEO MIXTO 'MODERNO'","ALDEA SANTO TOMAS DE CASTILLA",NA,"ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA",NA,"DIVERSIFICADO","PRIVADO","RURAL",NA,"MONOLINGUE","MATUTINA","DIARIO(REGULAR)","IZABAL","10"
"4315","18-01-3235-46","18-005","IZABAL","PUERTO BARRIOS","COLEGIO PARTICULAR MIXTO PIEDRAS NEGRAS","COLONIA PIEDRAS NEGRAS, SANTO TOMÁS DE CASTILLA","41051885","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA","LASTENIA CARIAS SAMAYOA","DIVERSIFICADO","PRIVADO","RURAL","1","MONOLINGUE","DOBLE","FIN DE SEMANA","IZABAL","10"
"4316","18-01-3245-46","18-005","IZABAL","PUERTO BARRIOS","COLEGIO PARTICULAR MIXTO 'MATIAS DE GALVEZ'","COLONIA PIEDRAS NEGRAS ALDEA SANTO TOMASDE CASTILLA","47102276","ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA","MARIA MAGDALENA SUCHITE GARNICA","DIVERSIFICADO","PRIVADO","RURAL","1","MONOLINGUE","MATUTINA","FIN DE SEMANA","IZABAL","10"
"4317","18-02-0108-46","18-009","IZABAL","LIVINGSTON","INSTITUTO PRIVADO MIXTO DE FORMACION JUVENIL RIO DULCE","ALDEA FRONTERAS RIO DULCE","79305829","RUBEN ALFREDO MAZARIEGOS VASQUEZ","MELVIN EDUARDO VENTURA QUINTANILLA","DIVERSIFICADO","PRIVADO","RURAL","1","MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","IZABAL","10"
"4318","18-02-0110-46","18-009","IZABAL","LIVINGSTON","INSTITUTO PRIVADO MIXTO DE FORMACION JUVENIL RIO DULCE","ALDEA FRONTERAS, RIO DULCE","79305829","RUBEN ALFREDO MAZARIEGOS VASQUEZ","MELVIN EDUARDO VENTURA QUINTANILLA","DIVERSIFICADO","PRIVADO","RURAL","1","MONOLINGUE","DOBLE","FIN DE SEMANA","IZABAL","10"
"4319","18-02-0188-46","18-007","IZABAL","LIVINGSTON","INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA","CALLE DE LA IGLESIA, BARRIO MINERVA","46129146","JUAN OSVALDO ESTERO MARTINEZ","MITZI LISSETH ALVAREZ TORO","DIVERSIFICADO","OFICIAL","URBANA","1","MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","IZABAL","10"
"4320","18-02-0191-46","18-008","IZABAL","LIVINGSTON","INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA","ALDEA FRONTERAS RIO DULCE","45055365","RUBEN ALFREDO MAZARIEGOS VASQUEZ","HECTOR YOVANI GARCIA CORDON","DIVERSIFICADO","OFICIAL","RURAL","1","MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","IZABAL","10"
"4321","18-02-0242-46","18-007","IZABAL","LIVINGSTON","COLEGIO PRIVADO MIXTO KATERI TEKAKWITHA","BARRIO MINERVA","79470298","JUAN OSVALDO ESTERO MARTINEZ","PEM EDWIN ROLANDO SAMOL ESQUIT","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","IZABAL","10"
"4322","18-02-0254-46","18-009","IZABAL","LIVINGSTON","COLEGIO PARTICULAR MIXTO RIO DULCE","ALDEA FRONTERAS RIO DULCE","79305368","RUBEN ALFREDO MAZARIEGOS VASQUEZ","MANFREDO ARISTIDES DE LA CRUZ INTERIANO","DIVERSIFICADO","PRIVADO","RURAL","1","MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","IZABAL","10"
"4323","18-02-0255-46","18-009","IZABAL","LIVINGSTON","COLEGIO PARTICULAR MIXTO RIO DULCE","ALDEA FRONTERAS RIO DULCE","79305368","RUBEN ALFREDO MAZARIEGOS VASQUEZ","MANFREDO ARISTIDES DE LA CRUZ INTERIANO","DIVERSIFICADO","PRIVADO","RURAL","1","MONOLINGUE","DOBLE","DIARIO(REGULAR)","IZABAL","10"
"4324","18-02-0276-46","18-009","IZABAL","LIVINGSTON","COLEGIO PARTICULAR MIXTO MUNDO JUVENIL","BARRIO EL TALLER FRONTERAS ALDEA FRONTERAS","79305318","RUBEN ALFREDO MAZARIEGOS VASQUEZ","RAFAEL ELVIN RETANA CRUZ","DIVERSIFICADO","PRIVADO","RURAL","1","MONOLINGUE","DOBLE","FIN DE SEMANA","IZABAL","10"
"4325","18-02-0280-46","18-009","IZABAL","LIVINGSTON","COLEGIO PARTICULAR MIXTO MUNDO JUVENIL","BARRIO EL TALLER FRONTERAS, ALDEA FRONTERAS","79305318","RUBEN ALFREDO MAZARIEGOS VASQUEZ","RAFAEL ELVIN RETANA CRUZ","DIVERSIFICADO","PRIVADO","RURAL","1","MONOLINGUE","DOBLE","FIN DE SEMANA","IZABAL","10"
"4326","18-02-0281-46","18-009","IZABAL","LIVINGSTON","COLEGIO PARTICULAR MIXTO MUNDO JUVENIL","BARRIO EL TALLER FRONTERAS ALDEA FRONTERAS","79305318","RUBEN ALFREDO MAZARIEGOS VASQUEZ","RAFAEL ELVIN RETANA CRUZ","DIVERSIFICADO","PRIVADO","RURAL","1","MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","IZABAL","10"
"4327","18-02-0291-46","18-009","IZABAL","LIVINGSTON","COLEGIO PARTICULAR MIXTO LIC. HECTOR ARTURO CARPIO ESCOBAR","ALDEA GUITARRAS","40629261","RUBEN ALFREDO MAZARIEGOS VASQUEZ","JAVIER ICAL CHEN","DIVERSIFICADO","PRIVADO","RURAL","1","BILINGUE","VESPERTINA","DIARIO(REGULAR)","IZABAL","10"
"4328","18-02-0304-46","18-027","IZABAL","LIVINGSTON","INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA -INED-","ALDEA BUENOS AIRES","32821893","RUBEN ALFREDO MAZARIEGOS VASQUEZ","ENOC MEDRANO MEJIA","DIVERSIFICADO","OFICIAL","RURAL","1","MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","IZABAL","10"
"4329","18-02-0312-46","18-008","IZABAL","LIVINGSTON","COLEGIO CRISTIANO PRIVADO MIXTO DE EDUC. BASICA Y DIVERSIFICADA MONTE PENIEL","ALDEA SEMOX , LIVINGSTON, IZABAL","51981985","RUBEN ALFREDO MAZARIEGOS VASQUEZ","OTONIEL GUTIERREZ BAUTISTA","DIVERSIFICADO","PRIVADO","RURAL","1","MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","IZABAL","10"
"4330","18-02-0316-46","18-009","IZABAL","LIVINGSTON","INSTITUTO PRIVADO MIXTO DE FORMACIÓN JUVENIL RÍO DULCE","ALDEA FRONTERAS RIO DULCE","79305829","RUBEN ALFREDO MAZARIEGOS VASQUEZ","MELVIN EDUARDO VENTURA QUNTANILLA","DIVERSIFICADO","PRIVADO","RURAL","1","MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","IZABAL","10"
"4331","18-02-0317-46","18-009","IZABAL","LIVINGSTON","INSTITUTO PRIVADO MIXTO DE FORMACIÓN JUVENIL RÍO DULCE","ALDEA FRONTERAS RIO DULCE","79305829","RUBEN ALFREDO MAZARIEGOS VASQUEZ","MELVIN EDUARDO VENTURA QUNTANILLA","DIVERSIFICADO","PRIVADO","RURAL","1","MONOLINGUE","DOBLE","FIN DE SEMANA","IZABAL","10"
"4332","18-02-0325-46","18-008","IZABAL","LIVINGSTON","COLEGIO CRISTIANO PRIVADO MIXTO DE EDUCACION BASICA Y DIVERSIFICADA MONTE PENIEL","ALDEA SEMOX","48936943","RUBEN ALFREDO MAZARIEGOS VASQUEZ","OSMERY KARINA VIDES LOPEZ","DIVERSIFICADO","PRIVADO","RURAL","1","MONOLINGUE","DOBLE","FIN DE SEMANA","IZABAL","10"
"4333","18-02-0328-46","18-007","IZABAL","LIVINGSTON","INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA","ALDEA LÁMPARA","30459178","JUAN OSVALDO ESTERO MARTINEZ","FRANCISCO MUCÚ IXIM","DIVERSIFICADO","OFICIAL","RURAL","1","MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","IZABAL","10"
"4334","18-02-0330-46","18-009","IZABAL","LIVINGSTON","INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA","ALDEA LOS PARACAIDISTAS",NA,"RUBEN ALFREDO MAZARIEGOS VASQUEZ","INGRID JANETH HERNANDEZ LOPEZ","DIVERSIFICADO","OFICIAL","RURAL","1","MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","IZABAL","10"
"4335","18-02-0340-46","18-027","IZABAL","LIVINGSTON","COLEGIO PRIVADO MIXTO D GONZALEZ","ALDEA LOS ANGELES","30640244","RUBEN ALFREDO MAZARIEGOS VASQUEZ","ANGEL ANTONIO GONZALEZ RAMOS","DIVERSIFICADO","PRIVADO","RURAL","1","MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","IZABAL","10"
"4336","18-02-0341-46","18-027","IZABAL","LIVINGSTON","COLEGIO PRIVADO MIXTO D GONZALEZ","ALDEA LOS ANGELES","30640244","RUBEN ALFREDO MAZARIEGOS VASQUEZ","ANGEL ANTONIO GONZALEZ RAMOS","DIVERSIFICADO","PRIVADO","RURAL","1","MONOLINGUE","DOBLE","FIN DE SEMANA","IZABAL","10"
"4337","18-02-0347-46","18-027","IZABAL","LIVINGSTON","INSTITUTO PRIVADO MIXTO HERMANO PEDRO DE BETANCUR","ALDEA LOS ANGELES","79539043","RUBEN ALFREDO MAZARIEGOS VASQUEZ","MARIA SOAR RAMIREZ GUTIERREZ","DIVERSIFICADO","PRIVADO","RURAL","1","MONOLINGUE","MATUTINA","DIARIO(REGULAR)","IZABAL","10"
"4338","18-02-0350-46","18-027","IZABAL","LIVINGSTON","INSTITUTO PRIVADO MIXTO HERMANO PEDRO DE BETANCUR","ALDEA LOS ANGELES, RIO DULCE","53886336","RUBEN ALFREDO MAZARIEGOS VASQUEZ","ELMER OSWALDO FLORES ZALAM","DIVERSIFICADO","PRIVADO","RURAL","1","MONOLINGUE","DOBLE","FIN DE SEMANA","IZABAL","10"
"4339","18-02-0351-46","18-009","IZABAL","LIVINGSTON","COLEGIO PARTICULAR MIXTO MUNDO JUVENIL","ALDEA FRONTERAS RIO DULCE","79305318","RUBEN ALFREDO MAZARIEGOS VASQUEZ","RAFAEL ELVIN RETANA CRUZ","DIVERSIFICADO","PRIVADO","RURAL","1","MONOLINGUE","DOBLE","DIARIO(REGULAR)","IZABAL","10"
"4340","18-02-0362-46","18-009","IZABAL","LIVINGSTON","CENTRO EDUCATIVO SAN PABLO FE Y ALEGRIA NO. 52","ALDEA TAMAGAS CREEK","30331507","RUBEN ALFREDO MAZARIEGOS VASQUEZ","ANIBAL CUC ICAL","DIVERSIFICADO","PRIVADO","RURAL","1","MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","IZABAL","10"
"4341","18-02-0366-46","18-009","IZABAL","LIVINGSTON","INSTITUTO PRIVADO MIXTO SAN JOSE BUENA VISTA","ALDEA SAN JOSE BUENA VISTA, RIO DULCE","45339061","RUBEN ALFREDO MAZARIEGOS VASQUEZ","JOSE ARNOLDO MAGAÑA RIVERA","DIVERSIFICADO","PRIVADO","RURAL","1","MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","IZABAL","10"
"4342","18-02-2388-46","18-009","IZABAL","LIVINGSTON","COLEGIO DE EDUCACION BASICA Y DIVERSIFICADA EN ESTUDIOS COMERCIALES CON ORIENTACION EN COMPUTACION Y TURISMO NUEVO AMANECER","ALDEA FRONTERAS RIO DULCE","40653460","RUBEN ALFREDO MAZARIEGOS VASQUEZ","JUAN BASILIO HERNÁNDEZ ESCOBAR","DIVERSIFICADO","PRIVADO","RURAL","1","MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","IZABAL","10"
"4343","18-02-2576-46","18-007","IZABAL","LIVINGSTON","INSTITUTO DE EDUCACION BASICA Y DIVERSIFICADO DE BACHILLERATO EN CIENCIAS Y LETRAS POR MADUREZ (INBACH)","CALLE DE LA IGLESIA","42129124","JUAN OSVALDO ESTERO MARTINEZ","RUDY ARCIDES RAMIREZ CAYETANO","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","IZABAL","10"
"4344","18-02-2809-46","18-007","IZABAL","LIVINGSTON","INSTITUTO DE DIVERSIFICADO POR COOPERATIVA","BARRIO MINERVA",NA,"JUAN OSVALDO ESTERO MARTINEZ",NA,"DIVERSIFICADO","COOPERATIVA","URBANA",NA,"MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","IZABAL","10"
"4345","18-02-2916-46","18-007","IZABAL","LIVINGSTON","INSTITUTO PARTICULAR MIXTO AK TENAMIT PUEBLO NUEVO","ALDEA BARRA LAMPARA","59484610","JUAN OSVALDO ESTERO MARTINEZ","CARLOS RAFAEL QUIM XOL","DIVERSIFICADO","PRIVADO","RURAL","1","MONOLINGUE","DOBLE","DIARIO(REGULAR)","IZABAL","10"
"4346","18-02-3077-46","18-009","IZABAL","LIVINGSTON","INSTITUTO PRIVADO DE EDUCACION BASICA Y DIVERSIFICADA BUENOS AIRES","ALDEA SAN ANTONIO SEJA","45899054","RUBEN ALFREDO MAZARIEGOS VASQUEZ","WENDY ARACELY COLINDRES GUTIERREZ","DIVERSIFICADO","PRIVADO","RURAL","1","MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","IZABAL","10"
"4347","18-02-3213-46","18-009","IZABAL","LIVINGSTON","COLEGIO DE EDUCACION BASICA Y DIVERSIFICADA EN ESTUDIOS COMERCIALES CON ORIENTACION EN COMPUTACION Y TURISMO NUEVO AMANECER","ALDEA FRONTERAS RIO DULCE","40653460","RUBEN ALFREDO MAZARIEGOS VASQUEZ","JUAN BASILIO HERNÁNDEZ ESCOBAR","DIVERSIFICADO","PRIVADO","RURAL","1","MONOLINGUE","DOBLE","FIN DE SEMANA","IZABAL","10"
"4348","18-03-0106-46","18-013","IZABAL","EL ESTOR","CENTRO EDUCATIVO COMUNITARIO ANTONIO POP CAAL","ALDEA CHICHIPATE","49471171","SILVERIO CHITOP CABRERA","ROLANDO ASIG CUZ","DIVERSIFICADO","PRIVADO","RURAL","1","MONOLINGUE","DOBLE","DIARIO(REGULAR)","IZABAL","10"
